레슨,일차,영단어,뜻,예문
15. 환경과 보존 (Environment & Conservation),Day 6,End up,결국 ~하게 되다,Trash ends up in the ocean.
15. 환경과 보존 (Environment & Conservation),Day 6,Keep away from,"~을 멀리하다, 피하다",Keep away from protected areas.
15. 환경과 보존 (Environment & Conservation),Day 6,Use up,다 써버리다,We are using up natural resources.
16. 건강과 신체 (Health & Medicine),Day 1,Muscle,근육,Running helps build your leg muscles.
16. 건강과 신체 (Health & Medicine),Day 1,Bone,뼈,Milk is good for your bones.
16. 건강과 신체 (Health & Medicine),Day 1,Heart,"심장, 마음",My heart is beating fast after the race.
16. 건강과 신체 (Health & Medicine),Day 1,Brain,"뇌, 두뇌",Your brain controls your whole body.
16. 건강과 신체 (Health & Medicine),Day 1,Blood,"피, 혈액",The doctor took a blood test.
16. 건강과 신체 (Health & Medicine),Day 1,Skin,피부,Protect your skin from the sun.
16. 건강과 신체 (Health & Medicine),Day 1,Breath,"호흡, 숨",Take a deep breath and relax.
16. 건강과 신체 (Health & Medicine),Day 1,Physical,"신체적인, 물리적인",Physical exercise is important for health.
16. 건강과 신체 (Health & Medicine),Day 1,Mental,정신적인,We should care about our mental health too.
16. 건강과 신체 (Health & Medicine),Day 1,Structure,구조,Scientists study the structure of the human body.
16. 건강과 신체 (Health & Medicine),Day 2,Stomach,"위, 배",My stomach hurts because I ate too much.
16. 건강과 신체 (Health & Medicine),Day 2,Shoulder,어깨,He put his hand on my shoulder.
16. 건강과 신체 (Health & Medicine),Day 2,Knee,무릎,I hurt my knee while playing soccer.
16. 건강과 신체 (Health & Medicine),Day 2,Finger,손가락,He pointed at the map with his finger.
16. 건강과 신체 (Health & Medicine),Day 2,Neck,목,I have a stiff neck today.
16. 건강과 신체 (Health & Medicine),Day 2,Back,"등, 허리",I feel a bit of pain in my back.
16. 건강과 신체 (Health & Medicine),Day 2,Throat,목구멍,I have a sore throat and a cough.
16. 건강과 신체 (Health & Medicine),Day 2,Digestion,소화,Fiber in vegetables helps with digestion.
16. 건강과 신체 (Health & Medicine),Day 2,Circulation,순환,Exercise improves blood circulation.
16. 건강과 신체 (Health & Medicine),Day 2,Organ,"장기, 기관",The heart is a vital organ.
16. 건강과 신체 (Health & Medicine),Day 3,Fever,열,You have a high fever; you should rest.
16. 건강과 신체 (Health & Medicine),Day 3,Headache,두통,I have a bad headache from the stress.
16. 건강과 신체 (Health & Medicine),Day 3,Cough,기침,Cover your mouth when you cough.
16. 건강과 신체 (Health & Medicine),Day 3,Sneeze,재채기,The dust made me sneeze.
16. 건강과 신체 (Health & Medicine),Day 3,Injury,"부상, 상처",He recovered quickly from his injury.
16. 건강과 신체 (Health & Medicine),Day 3,Burn,"화상, 타다",Be careful not to burn your hand.
16. 건강과 신체 (Health & Medicine),Day 3,Pain,"통증, 고통",Medicine can help reduce the pain.
16. 건강과 신체 (Health & Medicine),Day 3,Symptom,증상,Fatigue is a common symptom of the flu.
16. 건강과 신체 (Health & Medicine),Day 3,Disease,질병,Scientists are trying to cure the disease.
16. 건강과 신체 (Health & Medicine),Day 3,Infection,감염,Wash your hands to prevent infection.
16. 건강과 신체 (Health & Medicine),Day 4,Medicine,"약, 의학",I took some medicine for my cold.
16. 건강과 신체 (Health & Medicine),Day 4,Pill,알약,Swallow the pill with some water.
16. 건강과 신체 (Health & Medicine),Day 4,Bandage,"붕대, 반창고",Put a bandage on the cut.
16. 건강과 신체 (Health & Medicine),Day 4,Checkup,검진,I go to the dentist for a regular checkup.
16. 건강과 신체 (Health & Medicine),Day 4,Cure,치료하다,Rest is the best way to cure a cold.
16. 건강과 신체 (Health & Medicine),Day 4,Heal,"낫다, 치유하다",The wound will heal in a few days.
16. 건강과 신체 (Health & Medicine),Day 4,Treatment,"치료, 대우",The doctor started a new treatment.
16. 건강과 신체 (Health & Medicine),Day 4,Prevention,예방,Prevention is better than cure.
16. 건강과 신체 (Health & Medicine),Day 4,Vaccine,백신,Many people received the flu vaccine.
16. 건강과 신체 (Health & Medicine),Day 4,Recovery,회복,I wish you a speedy recovery.
16. 건강과 신체 (Health & Medicine),Day 5,Weight,"무게, 체중",I want to lose some weight.
16. 건강과 신체 (Health & Medicine),Day 5,Height,"키, 높이",The nurse measured my height.
16. 건강과 신체 (Health & Medicine),Day 5,Energy,에너지,Eating breakfast gives you energy.
16. 건강과 신체 (Health & Medicine),Day 5,Exercise,운동,Daily exercise keeps you healthy.
16. 건강과 신체 (Health & Medicine),Day 5,Active,활동적인,Stay active to live longer.
16. 건강과 신체 (Health & Medicine),Day 5,Strong,강한,Regular training made him strong.
16. 건강과 신체 (Health & Medicine),Day 5,Weak,약한,I felt weak after the surgery.
16. 건강과 신체 (Health & Medicine),Day 5,Lifestyle,생활 방식,Having a healthy lifestyle is important.
16. 건강과 신체 (Health & Medicine),Day 5,Wellbeing,"웰빙, 안녕",We focus on the wellbeing of our students.
16. 건강과 신체 (Health & Medicine),Day 5,Balance,균형,Keep a balance between work and rest.
16. 건강과 신체 (Health & Medicine),Day 6,Work out,운동하다,I work out at the gym every day.
16. 건강과 신체 (Health & Medicine),Day 6,Pass out,"의식을 잃다, 기절하다",It was so hot that she passed out.
16. 건강과 신체 (Health & Medicine),Day 6,Come down with,(질병 등에) 걸리다,I think I'm coming down with a cold.
16. 건강과 신체 (Health & Medicine),Day 6,Fight off,(병과) 싸워 이기다,My body is fighting off an infection.
16. 건강과 신체 (Health & Medicine),Day 6,Get over,"회복하다, 극복하다",It took a week to get over the flu.
16. 건강과 신체 (Health & Medicine),Day 6,Put on weight,살이찌다,I've put on weight recently.
16. 건강과 신체 (Health & Medicine),Day 6,Cut back on,~을 줄이다,You should cut back on sugar.
16. 건강과 신체 (Health & Medicine),Day 6,Warm up,준비 운동을 하다,Always warm up before exercise.
16. 건강과 신체 (Health & Medicine),Day 6,Burn off,"(에너지를) 태우다, 소모하다",Running helps burn off calories.
16. 건강과 신체 (Health & Medicine),Day 6,Check up on,~의 상태를 확인하다,The doctor will check up on you.
17. 예술과 미디어 (Arts & Media),Day 1,Painting,"그림, 회화",I saw a beautiful oil painting at the gallery.
17. 예술과 미디어 (Arts & Media),Day 1,Sculpture,조각(품),The sculpture was made of white marble.
17. 예술과 미디어 (Arts & Media),Day 1,Gallery,"미술관, 화랑",Let’s visit the art gallery this weekend.
17. 예술과 미디어 (Arts & Media),Day 1,Museum,박물관,The museum displays ancient artifacts.
17. 예술과 미디어 (Arts & Media),Day 1,Design,"디자인, 설계",I really like the design of this poster.
17. 예술과 미디어 (Arts & Media),Day 1,Drawing,"소묘, 데생",His pencil drawing looks very realistic.
17. 예술과 미디어 (Arts & Media),Day 1,Artist,예술가,Picasso is a world-famous artist.
17. 예술과 미디어 (Arts & Media),Day 1,Creative,창의적인,We need creative thinking to solve this.
17. 예술과 미디어 (Arts & Media),Day 1,Masterpiece,"걸작, 명작",The Mona Lisa is a true masterpiece.
17. 예술과 미디어 (Arts & Media),Day 1,Aesthetic,"미적인, 심미적인",The building has a unique aesthetic value.
17. 예술과 미디어 (Arts & Media),Day 2,Concert,"콘서트, 공연",I bought a ticket for the rock concert.
17. 예술과 미디어 (Arts & Media),Day 2,Instrument,"악기, 도구",Can you play any musical instrument?
17. 예술과 미디어 (Arts & Media),Day 2,Rhythm,리듬,The song has a very fast rhythm.
17. 예술과 미디어 (Arts & Media),Day 2,Lyrics,가사,I really like the lyrics of this song.
17. 예술과 미디어 (Arts & Media),Day 2,Stage,무대,The actors are performing on the stage.
17. 예술과 미디어 (Arts & Media),Day 2,Audience,"관객, 청중",The audience clapped after the show.
17. 예술과 미디어 (Arts & Media),Day 2,Performance,"공연, 성과",Her dance performance was amazing.
17. 예술과 미디어 (Arts & Media),Day 2,Composition,"작곡, 구성",He is famous for his classical compositions.
17. 예술과 미디어 (Arts & Media),Day 2,Harmony,"조화, 화음",The singers' voices are in perfect harmony.
17. 예술과 미디어 (Arts & Media),Day 2,Interpret,해석하다,Everyone can interpret art differently.
17. 예술과 미디어 (Arts & Media),Day 3,Movie,영화,My favorite movie genre is comedy.
17. 예술과 미디어 (Arts & Media),Day 3,Actor,배우,He is a talented actor in Hollywood.
17. 예술과 미디어 (Arts & Media),Day 3,Director,감독,"The director shouted ""Action!"""
17. 예술과 미디어 (Arts & Media),Day 3,Script,대본,I am reading the script for the play.
17. 예술과 미디어 (Arts & Media),Day 3,Scene,장면,This is the most famous scene in the film.
17. 예술과 미디어 (Arts & Media),Day 3,Camera,카메라,Keep your eyes on the camera lens.
17. 예술과 미디어 (Arts & Media),Day 3,Studio,"스튜디오, 작업실",They are recording a song in the studio.
17. 예술과 미디어 (Arts & Media),Day 3,Production,"제작, 생산",Film production takes a long time.
17. 예술과 미디어 (Arts & Media),Day 3,Special effects,특수 효과,The special effects in the movie were cool.
17. 예술과 미디어 (Arts & Media),Day 3,Cinematic,"영화의, 영화 같은",The view from the mountain was cinematic.
17. 예술과 미디어 (Arts & Media),Day 4,News,뉴스,I watch the evening news every day.
17. 예술과 미디어 (Arts & Media),Day 4,Reporter,기자,The reporter is covering the story.
17. 예술과 미디어 (Arts & Media),Day 4,Magazine,잡지,She is reading a fashion magazine.
17. 예술과 미디어 (Arts & Media),Day 4,Channel,채널,Change the channel to see the sports.
17. 예술과 미디어 (Arts & Media),Day 4,Article,기사,Did you read the article about the cat?
17. 예술과 미디어 (Arts & Media),Day 4,Interview,인터뷰,The singer gave a radio interview.
17. 예술과 미디어 (Arts & Media),Day 4,Advertisement,광고,I saw a funny advertisement on TV.
17. 예술과 미디어 (Arts & Media),Day 4,Journalism,"저널리즘, 신문방송학",He wants to study journalism in college.
17. 예술과 미디어 (Arts & Media),Day 4,Mass media,대중 매체,Mass media influences our thoughts.
17. 예술과 미디어 (Arts & Media),Day 4,Broadcast,"방송, 방송하다",The game will be broadcast live.
17. 예술과 미디어 (Arts & Media),Day 5,Internet,인터넷,Most people get news from the internet.
17. 예술과 미디어 (Arts & Media),Day 5,Website,웹사이트,This website is easy to navigate.
17. 예술과 미디어 (Arts & Media),Day 5,Social media,소셜 미디어,I share my photos on social media.
17. 예술과 미디어 (Arts & Media),Day 5,Online,온라인의,You can find online reviews for books.
17. 예술과 미디어 (Arts & Media),Day 5,Digital,디지털의,We use digital cameras to take photos.
17. 예술과 미디어 (Arts & Media),Day 5,Share,공유하다,Don't forget to share your ideas.
17. 예술과 미디어 (Arts & Media),Day 5,Connect,연결하다,Art helps us connect with each other.
17. 예술과 미디어 (Arts & Media),Day 5,Influence,"영향, 영향을 미치다",Media has a big influence on youth.
17. 예술과 미디어 (Arts & Media),Day 5,Communication,의사소통,Good communication is vital in a team.
17. 예술과 미디어 (Arts & Media),Day 5,Information,정보,We need accurate information from media.
17. 예술과 미디어 (Arts & Media),Day 6,Bring out,"출시하다, 나타내다",The artist brought out a new album.
17. 예술과 미디어 (Arts & Media),Day 6,Turn into,~으로 변하다,The book was turned into a movie.
17. 예술과 미디어 (Arts & Media),Day 6,Go viral,"입소문이 나다, 퍼지다",The video went viral on the internet.
17. 예술과 미디어 (Arts & Media),Day 6,Show up,"나타나다, 등장하다",Many fans showed up for the concert.
17. 예술과 미디어 (Arts & Media),Day 6,Pick up on,"~을 알아차리다, 포착하다",He picked up on the hidden meaning.
17. 예술과 미디어 (Arts & Media),Day 6,Stand for,"~을 상징하다, 나타내다",What does this symbol stand for?
17. 예술과 미디어 (Arts & Media),Day 6,Catch on,"인기를 얻다, 유행하다",The new style is starting to catch on.
17. 예술과 미디어 (Arts & Media),Day 6,Touch on,~에 대해 간단히 언급하다,The news touched on the exhibit.
17. 예술과 미디어 (Arts & Media),Day 6,Focus on,~에 집중하다,The film focuses on social issues.
17. 예술과 미디어 (Arts & Media),Day 6,Keep in touch,연락하고 지내다,Stars keep in touch with their fans.
18. 사회와 법 (Society & Law),Day 1,Society,사회,We should help each other in our society.
18. 사회와 법 (Society & Law),Day 1,People,"사람들, 국민",The people elected a new leader.
18. 사회와 법 (Society & Law),Day 1,Rule,"규칙, 지배하다",You must follow the school rules.
18. 사회와 법 (Society & Law),Day 1,Law,"법, 법률",Everyone is equal before the law.
18. 사회와 법 (Society & Law),Day 1,Order,"질서, 명령",Keep the public order in the library.
18. 사회와 법 (Society & Law),Day 1,Safe,안전한,Wear a helmet to stay safe.
18. 사회와 법 (Society & Law),Day 1,Help,돕다,It is good to help people in need.
18. 사회와 법 (Society & Law),Day 1,Justice,"정의, 공정",We must fight for peace and justice.
18. 사회와 법 (Society & Law),Day 1,Equality,평등,Gender equality is important for everyone.
18. 사회와 법 (Society & Law),Day 1,Structure,"구조, 체계",Every society has its own social structure.
18. 사회와 법 (Society & Law),Day 2,Government,정부,The government built a new hospital.
18. 사회와 법 (Society & Law),Day 2,City,도시,I live in a large and busy city.
18. 사회와 법 (Society & Law),Day 2,Country,"나라, 국가",Which country are you from?
18. 사회와 법 (Society & Law),Day 2,Flag,"국기, 깃발",The national flag is flying high.
18. 사회와 법 (Society & Law),Day 2,Leader,지도자,A good leader listens to the people.
18. 사회와 법 (Society & Law),Day 2,Vote,투표하다,Please vote in the school election.
18. 사회와 법 (Society & Law),Day 2,Tax,세금,We pay taxes to improve our roads.
18. 사회와 법 (Society & Law),Day 2,Democracy,민주주의,Freedom of speech is vital for democracy.
18. 사회와 법 (Society & Law),Day 2,Policy,"정책, 방침",The new environmental policy is effective.
18. 사회와 법 (Society & Law),Day 2,Institution,"기관, 협회",The bank is a financial institution.
18. 사회와 법 (Society & Law),Day 3,Right,"권리, 오른쪽",Everyone has the right to education.
18. 사회와 법 (Society & Law),Day 3,Duty,의무,It is my duty to protect the nature.
18. 사회와 법 (Society & Law),Day 3,Freedom,자유,We enjoy the freedom of choice.
18. 사회와 법 (Society & Law),Day 3,Peace,평화,Everyone wants to live in peace.
18. 사회와 법 (Society & Law),Day 3,War,전쟁,We must work hard to prevent war.
18. 사회와 법 (Society & Law),Day 3,Agree,동의하다,I agree with your opinion.
18. 사회와 법 (Society & Law),Day 3,Promise,"약속, 약속하다",Don't break your promise.
18. 사회와 법 (Society & Law),Day 3,Responsibility,책임,Taking care of pets is a big responsibility.
18. 사회와 법 (Society & Law),Day 3,Community,"공동체, 지역사회",I volunteer for our local community.
18. 사회와 법 (Society & Law),Day 3,Citizenship,"시민권, 시민의식",Students should learn about good citizenship.
18. 사회와 법 (Society & Law),Day 4,Court,"법정, 코트",The case was decided in a court of law.
18. 사회와 법 (Society & Law),Day 4,Judge,"판사, 판단하다",The judge listened to both sides.
18. 사회와 법 (Society & Law),Day 4,Police,경찰,Call the police in case of an emergency.
18. 사회와 법 (Society & Law),Day 4,Crime,범죄,Stealing is a serious crime.
18. 사회와 법 (Society & Law),Day 4,Prison,감옥,He was sent to prison for five years.
18. 사회와 법 (Society & Law),Day 4,Truth,진실,Tell me the whole truth.
18. 사회와 법 (Society & Law),Day 4,Lie,"거짓말, 눕다",It is wrong to tell a lie.
18. 사회와 법 (Society & Law),Day 4,Evidence,증거,There is no evidence that he did it.
18. 사회와 법 (Society & Law),Day 4,Violation,위반,Speeding is a violation of the law.
18. 사회와 법 (Society & Law),Day 4,Regulation,"규정, 규제",Safety regulations must be strictly followed.
18. 사회와 법 (Society & Law),Day 5,Respect,"존중하다, 존경",We must respect other people's property.
18. 사회와 법 (Society & Law),Day 5,Protect,보호하다,The law is made to protect people.
18. 사회와 법 (Society & Law),Day 5,Fair,공정한,The referee was very fair today.
18. 사회와 법 (Society & Law),Day 5,Honest,정직한,An honest citizen follows the rules.
18. 사회와 법 (Society & Law),Day 5,Trust,"신뢰, 믿다",A society is built on mutual trust.
18. 사회와 법 (Society & Law),Day 5,Support,"지지하다, 후원",I support the new recycling program.
18. 사회와 법 (Society & Law),Day 5,Join,"가입하다, 함께하다",I want to join the volunteer group.
18. 사회와 법 (Society & Law),Day 5,Diversity,다양성,We should celebrate the diversity of cultures.
18. 사회와 법 (Society & Law),Day 5,Ethics,"윤리, 도덕",Business ethics are important in trade.
18. 사회와 법 (Society & Law),Day 5,Harmony,조화,People from different cultures live in harmony.
18. 사회와 법 (Society & Law),Day 6,Abide by,(법·결정 등을) 준수하다,Everyone must abide by the law.
18. 사회와 법 (Society & Law),Day 6,Break into,침입하다,Someone tried to break into the house.
18. 사회와 법 (Society & Law),Day 6,Bring about,"야기하다, 초래하다",The new law will bring about many changes.
18. 사회와 법 (Society & Law),Day 6,Carry out,"수행하다, 이행하다",The police carried out an investigation.
18. 사회와 법 (Society & Law),Day 6,Crack down on,엄중히 단속하다,The government is cracking down on crime.
18. 사회와 법 (Society & Law),Day 6,Lay down,"(법 등을) 정하다, 규정하다",The rules are laid down in the document.
18. 사회와 법 (Society & Law),Day 6,Look into,조사하다,They are looking into the cause of the accident.
18. 사회와 법 (Society & Law),Day 6,Stand up for,"~을 옹호하다, 지지하다",You should stand up for your rights.
18. 사회와 법 (Society & Law),Day 6,Take over,"인수하다, 장악하다",The military tried to take over the city.
18. 사회와 법 (Society & Law),Day 6,Back up,"뒷받침하다, 지지하다",There is no evidence to back up the claim.
19. 학문과 탐구 (Study & Research),Day 1,Subject,"과목, 주제",Math is my favorite subject.
19. 학문과 탐구 (Study & Research),Day 1,Lesson,"수업, 교훈",I learned an important lesson today.
19. 학문과 탐구 (Study & Research),Day 1,Example,"예시, 본보기",Can you give me another example?
19. 학문과 탐구 (Study & Research),Day 1,Fact,사실,It is a fact that the Earth is round.
19. 학문과 탐구 (Study & Research),Day 1,Note,"메모, 필기",Take notes during the lecture.
19. 학문과 탐구 (Study & Research),Day 1,Question,"질문, 문제","If you have a question, raise your hand."
19. 학문과 탐구 (Study & Research),Day 1,Answer,"대답, 정답",Do you know the answer to this?
19. 학문과 탐구 (Study & Research),Day 1,Education,교육,Education is the key to the future.
19. 학문과 탐구 (Study & Research),Day 1,Theory,이론,I am studying the theory of relativity.
19. 학문과 탐구 (Study & Research),Day 1,Hypothesis,가설,The scientist tested his hypothesis.
19. 학문과 탐구 (Study & Research),Day 2,History,역사,We are learning about Korean history.
19. 학문과 탐구 (Study & Research),Day 2,Science,과학,Science helps us understand the world.
19. 학문과 탐구 (Study & Research),Day 2,Math,수학,Math requires a lot of practice.
19. 학문과 탐구 (Study & Research),Day 2,Language,언어,Learning a new language is fun.
19. 학문과 탐구 (Study & Research),Day 2,Literature,문학,I enjoy reading English literature.
19. 학문과 탐구 (Study & Research),Day 2,Art,"미술, 예술",Art class is on Wednesdays.
19. 학문과 탐구 (Study & Research),Day 2,Music,음악,I listen to classical music while studying.
19. 학문과 탐구 (Study & Research),Day 2,Philosophy,철학,Philosophy teaches us how to think.
19. 학문과 탐구 (Study & Research),Day 2,Psychology,심리학,She is interested in child psychology.
19. 학문과 탐구 (Study & Research),Day 2,Economics,경제학,He is majoring in economics at college.
19. 학문과 탐구 (Study & Research),Day 3,Read,읽다,I read the newspaper every morning.
19. 학문과 탐구 (Study & Research),Day 3,Write,쓰다,I have to write an essay today.
19. 학문과 탐구 (Study & Research),Day 3,Speak,말하다,"Can you speak more slowly, please?"
19. 학문과 탐구 (Study & Research),Day 3,Listen,듣다,Listen to the recording carefully.
19. 학문과 탐구 (Study & Research),Day 3,Understand,이해하다,I don't understand this sentence.
19. 학문과 탐구 (Study & Research),Day 3,Remember,기억하다,I can't remember his name.
19. 학문과 탐구 (Study & Research),Day 3,Forget,잊다,Don't forget to bring your book.
19. 학문과 탐구 (Study & Research),Day 3,Analysis,분석,The analysis of the data took a week.
19. 학문과 탐구 (Study & Research),Day 3,Definition,정의,What is the definition of this word?
19. 학문과 탐구 (Study & Research),Day 3,Conclusion,결론,What is the conclusion of the report?
19. 학문과 탐구 (Study & Research),Day 4,Test,시험,I have a math test tomorrow.
19. 학문과 탐구 (Study & Research),Day 4,Grade,"성적, 학년",I am in the seventh grade.
19. 학문과 탐구 (Study & Research),Day 4,Score,점수,What was your score on the exam?
19. 학문과 탐구 (Study & Research),Day 4,Pass,통과하다,I hope I can pass the driving test.
19. 학문과 탐구 (Study & Research),Day 4,Fail,"실패하다, 낙제하다",Don't be afraid to fail.
19. 학문과 탐구 (Study & Research),Day 4,Correct,"옳은, 수정하다",Your answer is correct.
19. 학문과 탐구 (Study & Research),Day 4,Mistake,실수,Everyone makes a mistake sometimes.
19. 학문과 탐구 (Study & Research),Day 4,Evaluation,평가,The teacher gave a fair evaluation.
19. 학문과 탐구 (Study & Research),Day 4,Feedback,"피드백, 조언",I need some feedback on my writing.
19. 학문과 탐구 (Study & Research),Day 4,Improvement,"개선, 향상",There is room for improvement.
19. 학문과 탐구 (Study & Research),Day 5,Study,"공부하다, 연구",I study in the library every day.
19. 학문과 탐구 (Study & Research),Day 5,Research,"연구, 조사",I am doing research for my project.
19. 학문과 탐구 (Study & Research),Day 5,Discover,발견하다,Scientists discovered a new star.
19. 학문과 탐구 (Study & Research),Day 5,Create,창조하다,We created a new robot in class.
19. 학문과 탐구 (Study & Research),Day 5,Develop,발전시키다,You should develop your skills.
19. 학문과 탐구 (Study & Research),Day 5,Solve,해결하다,We can solve the problem together.
19. 학문과 탐구 (Study & Research),Day 5,Project,"과제, 프로젝트",I am working on a science project.
19. 학문과 탐구 (Study & Research),Day 5,Logical,논리적인,You need to have a logical mind.
19. 학문과 탐구 (Study & Research),Day 5,Evidence,증거,There is no evidence for your claim.
19. 학문과 탐구 (Study & Research),Day 5,Knowledge,지식,Knowledge is power.
19. 학문과 탐구 (Study & Research),Day 6,Clear up,"(문제 등을) 해결하다, 설명하다",This research helps clear up the mystery.
19. 학문과 탐구 (Study & Research),Day 6,Come up with,(해결책 등을) 찾아내다,She came up with a new theory.
19. 학문과 탐구 (Study & Research),Day 6,Dig into,"파고들다, 조사하다",We need to dig into the historical data.
19. 학문과 탐구 (Study & Research),Day 6,Figure out,"알아내다, 이해하다",I can't figure out how this works.
19. 학문과 탐구 (Study & Research),Day 6,Go over,"검토하다, 복습하다",Let's go over the results again.
19. 학문과 탐구 (Study & Research),Day 6,Look up,찾아보다,You can look up the information online.
19. 학문과 탐구 (Study & Research),Day 6,Make out,"이해하다, 알아보다",I couldn't make out what he was saying.
19. 학문과 탐구 (Study & Research),Day 6,Point out,"지적하다, 언급하다",He pointed out an error in the report.
19. 학문과 탐구 (Study & Research),Day 6,Set out,(일 등에) 착수하다,They set out to discover the truth.
19. 학문과 탐구 (Study & Research),Day 6,Sum up,요약하다,"To sum up, the experiment was a success."
20. 논리와 사고 (Logic & Thought),Day 1,Think,생각하다,I need to think about your offer.
20. 논리와 사고 (Logic & Thought),Day 1,Know,알다,I know how to solve this math problem.
20. 논리와 사고 (Logic & Thought),Day 1,Guess,추측하다,Can you guess what’s in the box?
20. 논리와 사고 (Logic & Thought),Day 1,Mean,의미하다,What does this word mean?
20. 논리와 사고 (Logic & Thought),Day 1,Reason,"이유, 근거",Tell me the reason why you were late.
20. 논리와 사고 (Logic & Thought),Day 1,Fact,사실,We must check the facts first.
20. 논리와 사고 (Logic & Thought),Day 1,Idea,"아이디어, 생각",That is a brilliant idea!
20. 논리와 사고 (Logic & Thought),Day 1,Logic,논리,Your argument lacks logic.
20. 논리와 사고 (Logic & Thought),Day 1,Concept,개념,The concept of time is hard to explain.
20. 논리와 사고 (Logic & Thought),Day 1,Philosophy,철학,He has a positive philosophy of life.
20. 논리와 사고 (Logic & Thought),Day 2,Agree,동의하다,I agree with you on this point.
20. 논리와 사고 (Logic & Thought),Day 2,Disagree,반대하다,It is okay to disagree with others.
20. 논리와 사고 (Logic & Thought),Day 2,Believe,믿다,I believe that you can do it.
20. 논리와 사고 (Logic & Thought),Day 2,Decide,결정하다,Have you decided what to eat?
20. 논리와 사고 (Logic & Thought),Day 2,Choice,선택,You made a good choice.
20. 논리와 사고 (Logic & Thought),Day 2,Opinion,의견,"In my opinion, this movie is great."
20. 논리와 사고 (Logic & Thought),Day 2,Doubt,의심하다,I doubt if he will come today.
20. 논리와 사고 (Logic & Thought),Day 2,Perspective,"관점, 시각",Try to look at it from my perspective.
20. 논리와 사고 (Logic & Thought),Day 2,Argument,"주장, 논쟁",They had a long argument about it.
20. 논리와 사고 (Logic & Thought),Day 2,Conclusion,결론,What is your final conclusion?
20. 논리와 사고 (Logic & Thought),Day 3,Cause,"원인, 일으키다",Heavy rain can cause floods.
20. 논리와 사고 (Logic & Thought),Day 3,Effect,"결과, 효과",The medicine had a good effect.
20. 논리와 사고 (Logic & Thought),Day 3,Result,결과,We are waiting for the test results.
20. 논리와 사고 (Logic & Thought),Day 3,Way,"방법, 길",Is there any other way to fix this?
20. 논리와 사고 (Logic & Thought),Day 3,Change,"변화, 바꾸다",Small steps can make a big change.
20. 논리와 사고 (Logic & Thought),Day 3,Problem,문제,Let's solve the problem together.
20. 논리와 사고 (Logic & Thought),Day 3,Answer,"답, 대답",I found the answer on page 10.
20. 논리와 사고 (Logic & Thought),Day 3,Analysis,분석,We need a careful analysis of the situation.
20. 논리와 사고 (Logic & Thought),Day 3,Evidence,증거,There is no evidence to prove it.
20. 논리와 사고 (Logic & Thought),Day 3,Solution,해결책,We finally found a solution.
20. 논리와 사고 (Logic & Thought),Day 4,Real,"진짜의, 실제의",Is this a real diamond?
20. 논리와 사고 (Logic & Thought),Day 4,TRUE,"진실한, 맞는",It is true that he is a doctor.
20. 논리와 사고 (Logic & Thought),Day 4,FALSE,"가짜의, 틀린",Mark the sentences as true or false.
20. 논리와 사고 (Logic & Thought),Day 4,Wrong,잘못된,I took the wrong bus.
20. 논리와 사고 (Logic & Thought),Day 4,Simple,단순한,The rules of the game are simple.
20. 논리와 사고 (Logic & Thought),Day 4,Hard,"어려운, 단단한",This is a hard question to answer.
20. 논리와 사고 (Logic & Thought),Day 4,Clear,"명확한, 맑은",Her explanation was very clear.
20. 논리와 사고 (Logic & Thought),Day 4,Objective,객관적인,A judge must be objective.
20. 논리와 사고 (Logic & Thought),Day 4,Subjective,주관적인,Beauty is a subjective thing.
20. 논리와 사고 (Logic & Thought),Day 4,Complexity,복잡성,I was surprised by the complexity of the task.
20. 논리와 사고 (Logic & Thought),Day 5,Mind,"마음, 정신",Keep your mind open to new ideas.
20. 논리와 사고 (Logic & Thought),Day 5,Memory,기억(력),I have a good memory for faces.
20. 논리와 사고 (Logic & Thought),Day 5,Focus,집중하다,I need to focus on my studies.
20. 논리와 사고 (Logic & Thought),Day 5,Plan,계획,Do you have a plan for the future?
20. 논리와 사고 (Logic & Thought),Day 5,Goal,목표,Setting a goal is very important.
20. 논리와 사고 (Logic & Thought),Day 5,Smart,똑똑한,He is smart enough to understand it.
20. 논리와 사고 (Logic & Thought),Day 5,Wise,지혜로운,That was a wise decision.
20. 논리와 사고 (Logic & Thought),Day 5,Intelligence,지능,Animals also have intelligence.
20. 논리와 사고 (Logic & Thought),Day 5,Perception,"인식, 지각",My perception of the city has changed.
20. 논리와 사고 (Logic & Thought),Day 5,Awareness,"의식, 자각",We need to raise social awareness.
20. 논리와 사고 (Logic & Thought),Day 6,Account for,설명하다,How do you account for this difference?
20. 논리와 사고 (Logic & Thought),Day 6,Base on,~에 근거를 두다,The argument is based on facts.
20. 논리와 사고 (Logic & Thought),Day 6,Bring up,(화제를) 꺼내다,Don't bring up that subject again.
20. 논리와 사고 (Logic & Thought),Day 6,Dwell on,"곱씹다, 연연하다",There's no need to dwell on the past.
20. 논리와 사고 (Logic & Thought),Day 6,Filter out,걸러내다,We need to filter out irrelevant data.
20. 논리와 사고 (Logic & Thought),Day 6,Hold on to,(믿음 등을) 고수하다,He holds on to his old beliefs.
20. 논리와 사고 (Logic & Thought),Day 6,Narrow down,"좁히다, 줄이다",We need to narrow down the options.
20. 논리와 사고 (Logic & Thought),Day 6,Reason with,설득하다,It's hard to reason with him.
20. 논리와 사고 (Logic & Thought),Day 6,Think over,심사숙고하다,Please think over my proposal.
